sigx[m]	Betax[m]	Name	tilt2[rad]	Angle[rad]	Material	Betay[m]	Thickness[m]	Halfgap[m]	tilt1[rad]	sigy[m]	Length[m]	ID	nsig
0.00058311	46.59203167	TCTPH.4L2.B1	0	0	W	48.66507954	0.025	0.0075804167	0	0.00059594	1	57	13
0.00059281	48.1548163	TCTPV.4L2.B1	0	1.571	W	46.50401147	0.025	0.007573253	0	0.00058256	1	61	13
0.00089112	108.8142276	TDI.4L2.B1.1	0	1.571	Cu300K_in_TDI	44.48982771	2e-06	0.5692326017	0	0.0005698	2.826	75	999
0.00089112	108.8142276	TDI.4L2.B1.1	0	1.571	Ti	44.48982771	1e-07	0.5692326017	0	0.0005698	2.826	75	999
0.00089112	108.8142276	TDI.4L2.B1.1	0	1.571	graphite	44.48982771	0.054	0.5692326017	0	0.0005698	2.826	75	999
0.00089112	108.8142276	TDI.4L2.B1.2	0	1.571	Ti_in_TDI	44.48982771	1e-06	0.5692326017	0	0.0005698	0.6	75	999
0.00089112	108.8142276	TDI.4L2.B1.2	0	1.571	Al	44.48982771	0.054	0.5692326017	0	0.0005698	0.6	75	999
0.00089112	108.8142276	TDI.4L2.B1.3	0	1.571	CuCr1Zr	44.48982771	0.054	0.5692326017	0	0.0005698	0.7	75	999
0.00061783	52.30567744	TCLIA.4R2	0	1.571	C	128.3955088	0.033	0.9670174286	0	0.00096799	1	69	999
0.0013706	257.406733	TCLIB.6R2.B1	0	1.571	CFC	38.44175866	0.025	0.5291283923	0	0.00052966	1	70	999
0.00097969	131.5192136	TCP.6L3.B1	0	0	CFC	144.6429623	0.025	0.0078375169	0	0.0010274	0.6	1	8
0.00063088	54.53888896	TCSG.5L3.B1	0	0	CFC	298.5034306	0.025	0.0058671879	0	0.0014759	1	2	9.3
0.00043765	26.24594132	TCSG.4R3.B1	0	0	CFC	395.2521933	0.025	0.0040701267	0	0.0016984	1	4	9.3
0.00051172	35.88271894	TCSG.A5R3.B1	0	2.98102	CFC	344.1681018	0.025	0.0052557182	0	0.0015848	1	6	9.3
0.00057646	45.53589895	TCSG.B5R3.B1	0	0.1989675347	CFC	312.7333303	0.025	0.0059439267	0	0.0015107	1	8	9.3
0.0010193	142.3642089	TCLA.A5R3.B1	0	1.571	W	176.0604782	0.025	0.0136021038	0	0.0011335	1	46	12
0.0010513	151.4345677	TCLA.B5R3.B1	0	0	W	168.7337052	0.025	0.0126150118	0	0.0011097	1	47	12
0.00097112	129.227414	TCLA.6R3.B1	0	0	W	168.7473568	0.025	0.0116533952	0	0.0011097	1	48	12
0.00070182	67.4940878	TCLA.7R3.B1	0	0	W	89.38935127	0.025	0.0084218599	0	0.00080768	1	49	12
0.001073	157.7789551	TCTPH.4L5.B1	0	0	W	78.76436053	0.025	0.0139496012	0	0.00075816	1	58	13
0.0010647	155.3293371	TCTPV.4L5.B1	0	1.571	W	78.9297231	0.025	0.0098663735	0	0.00075895	1	59	13
0.0018784	483.4921299	TCDQA.A4R6.B	0	0	CU300K_in_TDI	161.4093708	5e-06	0.0150272183	0	0.0010853	3	71	8
0.0018784	483.4921299	TCDQA.A4R6.B	0	0	CFC	161.4093708	0.035	0.0150272183	0	0.0010853	3	71	8
0.0018784	483.4921299	TCDQA.A4R6.B	0	0	graphite	161.4093708	0.04	0.0150272183	0	0.0010853	3	71	8
0.0018995	494.4210978	TCDQA.C4R6.B	0	0	CU300K_in_TDI	165.4845784	5e-06	0.0151961085	0	0.0010989	3	73	8
0.0018995	494.4210978	TCDQA.C4R6.B	0	0	CFC	165.4845784	0.035	0.0151961085	0	0.0010989	3	73	8
0.0018995	494.4210978	TCDQA.C4R6.B	0	0	graphite	165.4845784	0.04	0.0151961085	0	0.0010989	3	73	8
0.0019207	505.523762	TCDQA.B4R6.B	0	0	CU300K_in_TDI	169.7648307	5e-06	0.0153657823	0	0.0011131	3	72	8
0.0019207	505.523762	TCDQA.B4R6.B	0	0	CFC	169.7648307	0.035	0.0153657823	0	0.0011131	3	72	8
0.0019207	505.523762	TCDQA.B4R6.B	0	0	graphite	169.7648307	0.04	0.0153657823	0	0.0011131	3	72	8
0.0019442	517.9533409	TCSP.A4R6.B1	0	0	C	174.7164254	0.025	0.0145814424	0	0.0011292	1	74	7.5
0.0010744	158.1662449	TCP.D6L7.B1	0	1.571	CFC	78.30080751	0.025	0.0043087559	0	0.00075592	0.6	10	5.7
0.0010458	149.8626103	TCP.C6L7.B1	0	0	CFC	82.80403705	0.025	0.005960949	0	0.00077736	0.6	11	5.7
0.0010174	141.8348245	TCP.B6L7.B1	0	2.215	CFC	87.53253457	0.025	0.0050396453	0	0.00079924	0.6	12	5.7
0.00053904	39.81587836	TCSG.A6L7.B1	0	2.46266	CFC	227.0536303	0.025	0.0061017546	0	0.0012872	1	16	6.7
0.0010824	160.5351631	TCSG.B5L7.B1	0	2.50455	CFC	166.5974591	0.025	0.007300219	0	0.0011026	1	18	6.7
0.0011669	186.5722322	TCSG.A5L7.B1	0	0.71035	CFC	146.0010224	0.025	0.0074477114	0	0.0010322	1	20	6.7
0.0015608	333.8078445	TCSG.D4L7.B1	0	1.5708	CFC	68.88169085	0.025	0.0047502953	0	0.000709	1	22	6.7
0.00101	139.7784523	TCSG.B4L7.B1	0	0	CFC	130.9199919	0.025	0.0067668854	0	0.00097746	1	26	6.7
0.00096897	128.65598	TCSG.A4L7.B1	0	2.34921	CFC	141.2132775	0.025	0.0066507635	0	0.0010152	1	28	6.7
0.00092889	118.2332383	TCSG.A4R7.B1	0	0.80809	CFC	152.1314384	0.025	0.006673603	0	0.0010537	1	30	6.7
0.00094257	121.7428277	TCSG.B5R7.B1	0	2.46964	CFC	267.452998	0.025	0.0076407111	0	0.0013971	1	36	6.7
0.0012493	213.8780706	TCSG.D5R7.B1	0	0.8971	CFC	158.4865434	0.025	0.0076799929	0	0.0010754	1	40	6.7
0.0013274	241.4383371	TCSG.E5R7.B1	0	2.27765	CFC	136.0634854	0.025	0.0076898397	0	0.00099647	1	42	6.7
0.0015662	336.1184508	TCSG.6R7.B1	0	0.00873	CFC	47.36441225	0.025	0.010493024	0	0.00058792	1	44	6.7
0.0014733	297.4440612	TCLA.A6R7.B1	0	1.571	W	48.17072787	0.025	0.005929056	0	0.00059291	1	50	10
0.0010802	159.8850127	TCLA.B6R7.B1	0	0	W	76.43224241	0.025	0.010801841	0	0.00074685	1	51	10
0.00070911	68.90288651	TCLA.C6R7.B1	0	1.571	W	151.9543524	0.025	0.0105305358	0	0.0010531	1	52	10
0.00069046	65.32572003	TCLA.D6R7.B1	0	0	W	157.9841622	0.025	0.00690456	0	0.0010737	1	53	10
0.00068824	64.90791146	TCLA.A7R7.B1	0	0	W	146.5037667	0.025	0.0068824445	0	0.001034	1	54	10
0.0005848	46.86344413	TCTPH.4L8.B1	0	0	W	48.31532845	0.025	0.0076024637	0	0.00059379	1	60	13
0.0005946	48.44685423	TCTPV.4L8.B1	0	1.571	W	46.18142755	0.025	0.0075469406	0	0.00058053	1	62	13
0.0010753	158.442326	TCTPH.4L1.B1	0	0	W	78.75227172	0.025	0.0139788955	0	0.0007581	1	55	13
0.0010669	155.9816119	TCTPV.4L1.B1	0	1.571	W	78.91770004	0.025	0.009865622	0	0.00075889	1	56	13
